annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,inc,d_ref,scaling_factor
0.005851,0.0001,0.703079,0.117042,0.882958,0.998606,1.24614,0.00411399,0.000230306,0.0017374,6978.137,170.0,0.26,0.5
0.008763,0.0001,0.771462,0.0814395,0.91856,0.998572,1.40217,0.00676022,0.000177554,0.00200264,7078.137,170.0,0.26,0.5
0.01474,0.0001,0.827968,0.0562909,0.943709,0.998639,1.86189,0.0122003,0.000151205,0.00253494,7178.137,170.0,0.26,0.5
0.01195,0.0001,0.894374,0.0705399,0.92946,0.998809,1.06025,0.0106899,9.58138e-05,0.00126248,7278.137,170.0,0.26,0.5
0.008832,0.0001,0.922548,0.0743795,0.92562,0.998761,0.551972,0.00814763,5.49659e-05,0.000684026,7378.137,170.0,0.26,0.5
0.005877,0.0001,0.932009,0.0900785,0.909922,0.998903,0.364145,0.00547782,3.95602e-05,0.000399615,7478.137,170.0,0.26,0.5
0.005068,0.0001,0.95658,0.102207,0.897793,0.99893,0.205607,0.00484776,2.50503e-05,0.000220043,7578.137,170.0,0.26,0.5
3.034e-06,0.0001,0.932887,0.916672,0.0833282,0.999681,0.000638571,2.83047e-06,2.24004e-06,2.03626e-07,6578.137,180.0,0.26,0.5
9.246e-06,0.0001,0.900517,0.822109,0.177891,0.999818,0.00506193,8.3262e-06,4.25089e-06,9.19821e-07,6678.137,180.0,0.26,0.5
2.178e-05,0.0001,0.795121,0.434707,0.565293,0.999525,0.00938961,1.73211e-05,3.43213e-06,4.46315e-06,6778.137,180.0,0.26,0.5
4.176e-05,0.0001,0.72389,0.257792,0.742208,0.999554,0.0258722,3.02332e-05,4.00534e-06,1.15317e-05,6878.137,180.0,0.26,0.5
0.000101,0.0001,0.694194,0.122042,0.877958,0.998324,0.018435,7.01425e-05,4.29519e-06,3.08992e-05,6978.137,180.0,0.26,0.5
0.000165,0.0001,0.754282,0.0689249,0.931075,0.998486,0.0267748,0.000124474,3.00174e-06,4.05492e-05,7078.137,180.0,0.26,0.5
0.0003133,0.0001,0.813504,0.0427698,0.95723,0.998575,0.0410023,0.000254906,2.61102e-06,5.84373e-05,7178.137,180.0,0.26,0.5
0.0002256,0.0001,0.874921,0.0629259,0.937074,0.998935,0.0264901,0.000197392,1.89497e-06,2.82194e-05,7278.137,180.0,0.26,0.5
0.0001825,0.0001,0.916714,0.0686528,0.931347,0.998849,0.0132094,0.00016729,1.12035e-06,1.51987e-05,7378.137,180.0,0.26,0.5
0.000106,0.0001,0.922755,0.0882567,0.911743,0.998878,0.00729316,9.77686e-05,7.9224e-07,8.18431e-06,7478.137,180.0,0.26,0.5
0.0001205,0.0001,0.959137,0.0991348,0.900865,0.998949,0.00468397,0.000115541,5.41687e-07,4.92246e-06,7578.137,180.0,0.26,0.5
